"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93"
"signal69",5,0,0,2,7,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,1,0,0,1,2,4,0,2,1,0,0,0,0,0,1,3,1,1,2,1,4,0,0,1,0,7,0,0,5,1,1,0,0,0,1,1,1,0,2,0,0,1,0,0,0,3,3,2,1,2,0,0,1,0,0,1,0,0,0,1,0,1,2,2,0,1,1,0,0,0,3,0,0
"signal70",3,0,1,1,3,1,1,0,0,1,0,0,0,3,1,2,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,1,3,1,0,0,0,1,0,2,0,2,0,1,2,0,2,1,4,0,1,0,2,7,4,0,0,0,1,0,0,1,0,0,0,3,2,0,1,2,0,2,1,0,4,1,0,0,0,1,0,1,1,0,0,0,2,1,0,7,1,0
"signal71",5,1,0,1,3,1,1,0,0,0,0,4,2,2,1,0,0,0,0,0,0,4,0,0,1,2,2,0,1,0,0,0,0,7,1,1,0,1,1,1,0,3,0,3,0,0,0,1,0,0,1,1,0,0,0,0,1,2,0,1,2,0,0,0,0,3,2,0,2,2,1,0,1,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,1,0,0,4,3
"signal72",3,0,2,4,2,0,0,0,0,2,0,2,0,3,2,0,0,0,0,1,1,0,0,1,1,0,2,0,1,0,1,0,0,2,3,0,0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,3,0,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,3,0,0,0,1,0,1,3,0,1,0,2,0,0,0,1,3
"signal73",0,2,1,0,4,0,1,0,0,1,0,1,0,4,0,0,1,0,0,1,0,2,0,2,1,0,2,0,6,0,2,1,0,3,2,0,0,1,1,1,1,2,1,0,1,0,0,3,3,0,2,3,1,0,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,0,1,2,4,1,0,0,1,0,0,0,0,1,2,1,1
"signal74",0,3,3,7,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,2,1,0,4,3,0,0,0,1,0,2,0,4,2,0,2,3,3,0,2,5,2,1,2,1,0,0,0,0,1,1,0,4,1,0,1,0,0,0,1,2,1,0,1,0,0,1,3,0,1,8,0,0,1,3,2,1,2,2,0,0,0,0,0,0,0,2,5
"signal75",5,1,1,4,3,0,2,0,0,0,0,2,1,3,3,1,0,0,1,0,0,1,0,0,0,1,3,0,9,0,0,0,1,1,0,0,0,3,0,0,3,3,5,0,1,0,0,0,2,0,0,1,0,1,4,3,1,0,0,0,1,0,0,0,1,1,1,1,6,0,0,0,0,3,0,1,8,1,0,0,0,0,0,1,0,0,0,0,0,1,8,1,1
"signal76",0,0,0,1,4,0,0,1,2,0,0,5,1,1,1,2,1,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,1,2,0,1,2,1,1,8,5,3,1,0,0,1,0,0,1,0,2,1,0,0,3,0,0,9,1,0,2,1,1,1,1,3,0,1,2,0,0,0,1,1,2,1,1,0,0,1,3,3,1,2,0,2,1,3,2,1,0,2,1
"signal77",1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,1,4,0,1,2,0,2,3,0,0,2,2,1,1,0,3,0,1,0,0,0,4,0,0,1,2,5,2,3,3,4,0,0,0,0,1,0,0,1,3,3,3,0,1,0,1,0,1,2,3,0,0,0,1,4,2,0,0,1,0,1,0,0,0,1,0
"signal78",1,0,1,0,4,0,0,0,0,2,0,6,1,5,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,3,2,5,3,1,6,0,0,2,0,1,2,0,2,3,1,0,0,6,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3,1,5,0,1,0,0,0,2,2,0,2,0,6,2,0,2,2,0,1,3,3,1
"signal79",5,0,1,1,3,0,0,2,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,7,1,0,2,0,3,0,0,3,1,0,0,1,0,3,1,2,6,1,1,0,0,0,1,1,0,0,0,2,4,6,0,2,2,0,0,0,0,0,0,5,0,0,2,0,0,0,3,0,2,0,2,0,0,1,2,5,0,3,0,0,2,1,0,1,0,1,3
"signal80",7,3,1,2,0,0,1,3,0,0,0,1,0,2,3,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,3,0,3,6,0,4,1,1,2,0,2,3,0,0,3,1,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,3,1,5,0,0,0,6,0,0,1,0,0,0,1,1,3,2,1,0,1,0,1,2,0,0,2,0
"signal81",1,0,4,4,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,2,0,3,2,4,7,0,0,3,0,2,3,0,2,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,3,0,2,0,0,0,5,0,0,0,0,0,2,0,0,2,2,1,0,1,1,1,0,0,1,0,0
"signal82",4,2,5,1,3,0,0,0,0,0,1,3,0,2,3,1,1,0,0,0,0,3,1,1,4,2,4,0,1,0,0,1,1,0,0,0,0,3,3,0,1,3,3,0,0,1,0,0,5,0,0,1,0,5,2,0,0,3,0,3,0,1,0,2,0,1,0,1,1,1,0,0,1,0,1,2,1,0,0,1,0,5,0,3,1,0,0,0,3,0,1,4,2
"signal83",0,0,3,6,2,0,1,1,1,0,0,4,1,4,3,0,0,2,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,2,5,0,1,3,0,0,5,1,1,1,0,1,3,1,0,5,0,0,0,0,1,0,0,0,4,2,1,0,0,0,1,2,0,1,0,1,0,1,0,5,0,3,0,2,2,1,0,0,3,1,2
"signal84",2,1,2,0,1,0,1,0,1,0,1,1,1,2,1,0,1,0,1,0,1,0,3,0,0,0,3,1,1,0,1,0,1,0,1,0,0,3,6,3,8,1,3,0,0,0,0,2,1,1,0,0,0,2,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,2,2,1,0,0,2,2,0,0,0,1,1,0,0,0,1,7,2
"signal85",1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,3,2,9,0,1,0,8,0,0,5,0,0,0,0,1,2,2,0,8,0,0,0,0,0,0,3,1,2,0,0,0,0,0,4,1,0,3,2,0,0,1,0,0,0,1,1,0,0,0,1,0,1,6,3
"signal86",1,2,0,0,1,0,0,0,0,0,0,4,0,2,4,1,2,0,0,0,1,0,2,1,1,2,2,0,1,1,0,1,1,6,1,0,0,1,4,1,3,1,0,0,0,0,1,0,3,0,1,0,0,1,0,0,1,2,2,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,5,0,0,1,2,0,0,6,1,5
"signal87",0,0,2,0,3,0,1,1,0,0,1,2,0,0,2,1,0,1,1,2,0,1,1,1,3,0,0,0,4,2,0,0,0,3,1,1,0,0,1,4,4,2,1,1,0,2,0,0,1,0,0,2,0,0,0,2,0,4,2,0,1,0,0,0,0,3,1,0,5,0,0,0,2,0,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,1,1,3
"signal88",1,1,1,1,1,0,0,1,0,0,0,1,1,1,3,2,0,0,0,0,0,0,1,0,0,0,2,0,3,1,0,0,0,1,0,0,0,1,1,1,2,0,1,1,0,1,2,1,3,0,0,0,0,1,4,3,0,0,1,1,0,0,1,2,0,1,0,1,8,1,2,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3,3,2
"signal89",3,0,0,1,0,1,0,0,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,1,0,0,2,0,3,0,0,1,2,2,4,2,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,5,0,0,0,0,0,2,0,1,2,1,1,5,0,0,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,2,2,6
"signal90",0,2,0,0,6,0,1,0,0,0,0,2,0,3,4,0,0,1,0,1,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,1,4,0,3,1,0,1,4,0,0,1,1,0,0,0,1,0,0,0,3,1,0,3,2,0,0,2,0,5,0,2,0,0,0,1,0,0,0,4,0,0,1,3,1,4,2,0,2,0,1,0,0,4,5,2
"signal91",4,1,2,2,2,0,0,0,0,0,0,5,0,2,2,0,0,1,0,1,0,1,0,1,0,6,1,1,2,2,1,0,0,0,3,0,0,5,0,1,4,2,3,0,1,0,1,0,0,0,0,3,0,1,0,3,1,5,2,0,0,0,2,0,0,2,1,0,0,0,0,0,2,0,1,0,4,0,3,0,0,5,0,4,0,1,2,0,0,0,2,2,2
"signal92",3,0,6,1,1,1,1,1,1,1,0,1,0,0,9,1,0,0,1,0,2,0,0,0,0,2,0,0,6,1,1,0,0,1,0,0,0,2,4,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,3,2,0,0,0,0,1,0,2,0,1,1,2,3,0,2,0,2,1,2,1,1,0,0,2
"signal93",2,1,1,2,4,0,0,0,3,0,2,3,2,0,0,0,0,0,1,0,1,0,3,2,0,1,1,1,0,0,0,0,1,1,1,0,1,2,1,8,0,1,0,1,1,0,0,0,0,2,2,0,0,0,2,4,0,2,0,0,0,0,1,0,0,1,0,1,3,1,1,0,3,0,1,1,2,2,0,0,0,0,2,3,0,0,1,0,1,0,1,1,1
"signal94",2,0,0,3,0,0,3,0,0,0,1,1,2,1,6,1,1,0,0,0,0,0,0,1,1,11,0,1,0,0,0,0,0,2,0,0,0,0,4,2,2,1,0,3,0,5,0,2,1,0,0,0,1,0,1,2,0,0,0,1,1,0,0,1,0,1,3,1,1,1,1,0,1,0,3,0,0,0,2,0,0,1,0,2,0,2,0,0,2,0,0,0,2
"signal95",5,0,1,1,12,1,0,1,1,0,1,1,0,4,0,0,0,0,0,0,1,0,3,0,0,3,1,0,1,3,0,0,1,3,2,0,2,0,2,2,7,0,2,0,1,0,0,0,3,0,0,0,0,0,10,1,0,1,1,2,0,0,0,0,0,0,2,1,2,2,0,0,2,0,1,3,3,0,1,0,1,0,2,3,0,1,1,0,0,0,1,0,2
"signal96",3,1,7,1,1,0,2,1,0,0,0,1,1,9,4,1,0,0,1,1,0,0,0,0,0,4,0,2,0,0,3,2,0,1,1,1,0,3,1,2,3,0,2,2,1,4,0,0,0,1,1,0,0,1,5,1,0,0,1,1,1,0,0,0,1,0,1,1,4,1,1,0,4,0,0,5,0,1,5,0,0,2,0,0,0,0,0,2,0,0,0,4,0
"signal97",1,1,1,0,5,0,0,3,0,2,1,0,0,2,3,0,1,0,0,0,0,1,3,2,0,4,0,0,0,2,0,1,1,2,2,0,0,7,3,2,2,2,5,0,0,1,1,0,1,0,1,0,0,0,1,4,0,0,1,0,0,0,1,0,1,0,1,0,3,1,0,0,7,0,0,7,4,3,0,1,0,2,1,1,0,1,0,0,0,0,0,4,0
"signal98",1,0,2,1,2,2,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,6,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,2,1,4,2,0,2,1,0,0,0,0,5,0,5,0,0,1,0,1,0,0,4,0,2,0,0,0,1,0,0,0,0,0,2,1,2,0,2
"signal99",2,0,2,1,1,0,0,1,1,0,0,0,0,4,4,0,0,1,0,1,0,1,0,0,1,2,0,1,2,1,0,0,0,1,1,1,0,0,5,2,3,0,0,1,1,0,2,0,2,1,0,0,0,2,0,0,1,1,0,0,1,0,3,0,0,0,2,4,2,3,0,0,3,0,0,2,7,1,1,0,1,0,2,0,0,0,0,0,0,1,1,3,0
"signal100",3,1,2,0,1,0,0,2,0,1,0,0,1,3,2,0,0,0,0,1,0,0,0,1,0,8,0,0,8,1,3,0,1,6,3,0,0,2,1,2,1,0,6,0,0,5,1,0,3,1,0,2,0,0,3,1,1,2,1,1,0,0,0,1,1,1,0,2,3,2,0,0,0,0,0,1,5,1,0,1,2,2,0,3,0,2,0,0,3,0,0,1,2
"signal101",6,3,2,3,1,0,1,1,1,0,0,3,1,4,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,1,1,0,2,2,1,0,0,2,1,0,3,3,1,1,1,3,1,1,1,5,0,1,3,2,0,0,1,0,0,0,0,2,1,3,0,0,1,3,1,2,0,3,1,0,0,0,5,1,0,0,1,3,0,0,0,1,3,0
"signal102",3,0,5,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,3,0,1,8,1,0,0,0,2,0,2,0,5,4,1,0,0,1,1,0,6,1,1,1,1,0,0,0,2,3,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,3,1,0,1,0,5,0,1,0,3,1,1,1,0,0,0,1
"signal103",5,3,1,2,4,0,1,0,0,0,3,0,1,5,4,1,0,2,1,1,0,0,0,1,1,1,0,1,5,0,2,0,0,0,0,1,0,4,0,2,1,3,2,2,0,2,1,0,4,0,0,1,0,2,1,1,0,2,0,0,1,3,1,1,1,2,3,0,0,1,1,0,0,0,3,1,1,2,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0
"signal104",1,0,4,4,14,0,0,2,0,1,1,5,0,2,7,0,1,0,0,0,3,0,4,1,1,2,2,0,1,2,0,2,0,5,2,1,1,4,2,1,1,1,5,0,0,3,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,1,1,0,0,2,2,2,1,1,2,0,0,0,5,3,0,0,0,1,2,2,3,0,2,3,1,1,0,2,0,6
"signal105",2,0,0,1,1,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,1,3,1,3,0,0,1,1,6,1,0,0,0,1,0,1,0,5,0,0,2,1,1,0,1,0,1,0,1,8,4,0,7,1,1,1,0,0,0,1,0,3,0,4,2,0,0,0,0,0,7,2,0,0,1,0,2,0,2,0,0,0,0,5,0,0,1,0
"signal106",2,0,1,4,3,0,0,0,0,0,0,3,1,5,4,0,0,0,0,0,1,0,0,2,0,5,0,1,1,0,0,0,0,2,0,0,0,2,2,2,2,5,2,1,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,2,0,1,1,0,1,0,2,5,0,1,0,2,0,0,4,0,0,0,2,0,2,0,4,0,0,0,1,2,1,0,0,0
"signal107",6,2,10,1,1,0,0,0,0,0,0,7,1,2,0,3,0,0,0,0,0,0,1,1,4,1,2,1,1,0,0,0,0,2,0,3,1,0,3,0,1,8,5,3,0,4,1,0,0,0,0,0,1,2,1,1,3,2,0,2,0,0,0,0,0,1,0,2,5,0,0,0,1,2,1,2,1,1,0,0,0,3,1,4,1,2,0,1,0,0,0,1,3
"signal108",0,1,6,7,0,1,0,0,2,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,3,0,0,4,0,0,2,1,1,0,3,0,1,1,2,2,0,0,2,1,1,3,0,0,3,5,1,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,3,1,1,0,1,0,0,0,1,4,0,8,3,0,0,0,0,2,1,1,1
"signal109",0,0,0,0,3,2,0,1,2,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,3,0,1,0,2,0,0,1,0,0,0,0,2,0,0,2,0,1,6,0,0,0,0,1,0,1,1,2,0,1,0,1,3,0,0,1,0,1,5,1,2,2,0,0,1,0,5,1,1,0,0,0,1,0,0,1
"signal110",4,1,2,0,1,0,0,0,2,0,1,0,1,0,5,2,0,0,0,0,4,3,0,0,2,2,1,1,1,2,1,0,0,1,1,0,0,5,4,2,5,1,0,2,0,4,1,0,1,0,0,1,0,3,3,2,0,0,0,0,2,2,0,1,1,1,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,5,0,10,0,0,2,2,0,1,1,1,0
"signal111",11,1,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,1,0,6,0,0,1,0,1,1,0,0,2,0,1,2,3,7,0,1,0,0,0,2,1,1,0,0,2,1,3,1,3,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,5,0,4,3
"signal112",0,0,6,1,0,0,1,2,3,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,5,0,1,2,0,1,0,0,4,0,0,0,5,7,3,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,2,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,1,3,1,1,0,0,3,5,1,0,2,0,3
"signal113",3,1,1,6,2,0,0,0,0,1,0,0,1,4,2,0,1,0,1,1,0,0,2,0,0,4,0,0,2,0,1,0,0,1,1,1,0,0,1,0,4,0,0,0,1,7,1,3,1,4,0,1,1,1,3,1,0,1,0,0,2,0,0,1,1,0,1,2,6,3,0,0,3,0,0,1,0,0,0,0,0,1,1,2,0,1,1,1,0,1,11,5,3
"signal114",3,0,1,1,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,2,2,0,0,1,6,0,0,4,2,1,1,0,0,1,0,0,5,1,0,1,4,2,1,1,4,2,0,4,2,1,3,0,0,0,1,0,2,0,1,0,0,1,2,0,1,6,0,1,0,0,2,0,0,1,0,1,0,0,0,2,4,0,0,0,0,1,0,1,0,1,1,3
"signal115",0,2,7,4,0,0,0,0,1,1,0,1,5,3,2,1,0,2,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,3,3,2,0,1,1,0,0,2,1,0,4,1,1,1,0,1,3,2,0,1,1,0,0,0,0,0,0,0,1,0,4,0,1,1,1,0,2,1,2,1,3,0,1,2,1,2,0,0,0,2,3,0,2,0,1
"signal116",4,3,4,8,1,0,0,1,1,0,0,1,2,0,1,1,0,1,0,1,2,1,3,0,0,4,1,0,0,0,1,0,3,1,1,0,1,6,2,0,5,4,0,0,0,0,0,1,4,1,4,0,1,1,3,4,1,1,0,0,0,0,0,1,0,1,0,3,4,1,0,1,1,0,0,4,5,0,0,0,1,2,0,1,0,0,1,1,0,0,0,3,4
"signal117",0,1,1,3,3,0,0,0,0,1,0,2,3,2,0,3,1,0,0,0,1,0,0,1,1,8,1,3,1,0,0,0,0,0,0,1,2,1,8,1,1,2,3,0,0,1,0,1,0,1,2,0,1,1,1,2,1,1,0,0,1,0,0,1,1,5,3,0,0,0,0,0,2,1,0,4,0,1,1,0,1,1,2,7,0,1,0,0,3,0,6,0,3
"signal118",3,1,3,1,0,0,0,2,0,0,0,1,0,3,4,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,3,0,0,4,4,0,1,0,4,0,0,2,0,0,3,2,0,1,7,3,0,1,1,0,3,3,1,3,1,0,1,2,0,0,0,1,1,1,0,0,1,0,1,0,0,1,5,1,0,0,2,0,0,1,0,0,1,2,2,0,2,5,2
"signal119",4,1,0,2,1,2,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,6,0,0,1,1,1,2,0,0,0,3,2,3,0,0,2,5,3,0,0,6,1,1,2,0,2,0,0,0,1,0,1,2,2,0,2,1,0,2,1,0,0,0,0,1,0,0,2,1,1,5,0,2,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,6,0,2
"signal120",0,0,7,1,1,1,2,1,1,0,0,0,0,2,1,3,1,0,0,1,0,1,0,3,1,0,2,0,0,0,1,0,0,2,0,1,0,6,0,1,2,1,1,2,0,0,0,0,7,0,1,0,0,1,1,1,0,7,0,0,3,1,0,0,0,2,1,0,1,1,0,0,1,1,1,4,1,0,0,0,0,2,0,4,0,0,1,2,1,1,3,1,2
"signal121",2,0,0,0,0,0,0,0,0,1,0,1,0,4,6,0,2,1,0,0,0,0,0,2,0,1,1,0,8,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,2,1,0,0,0,1,0,0,0,1,6,2,0,0,0,0,0,0,2,0,1,0,4,0,1,0,0,0,1,0,0,0,1,1,0,1,1,3,1,1,0,0,1,1,2,0,0,0,2
"signal122",2,2,2,1,3,1,1,0,1,1,0,1,2,1,4,0,1,0,0,0,1,0,0,0,1,2,1,0,5,0,0,0,4,4,3,1,0,0,2,1,2,0,2,1,2,4,0,0,9,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,2,1,0,0,1,0,1,0,1,0,4,3,2,0,0,1,2,0,3,0,0,1,0,0,0,0,0,3
"signal123",1,0,0,0,4,1,0,0,2,1,0,1,1,1,4,1,0,3,0,0,1,1,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,5,3,1,3,1,7,1,1,1,0,0,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,4,0,5,3,0,0,4,1,2,1,0,0,0,1,0,1,0,1,0,2,1,1,2,0,4,1,0
"signal124",4,1,2,0,1,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,1,2,0,6,2,0,0,0,3,0,1,1,0,0,2,1,1,0,2,0,2,0,1,3,0,0,2,0,0,0,0,1,1,1,4,0,1,0,1,0,1,2,4,1,0,1,0,1,0,0,1,0,1,0,3,0,3,1,0
"signal125",3,1,3,0,2,0,0,0,1,0,2,0,2,3,3,0,0,1,0,1,0,0,0,0,1,3,0,0,2,0,1,1,1,0,0,1,0,6,1,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,4,1,1,0,2,4,1,0,1,2,0,3,0,0,2,2,0,1,0,1,0,0,0,2,2,0,1,1,2,0,2,0,0,0,0,0
"signal126",1,0,1,10,4,1,0,0,1,0,0,3,0,0,2,1,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,6,4,3,2,1,4,2,0,3,1,2,0,1,0,3,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,0,0,0,1,0,0,0,2,6,1,1,0,0,0,0,1,1,1,1,2
"signal127",1,0,0,1,8,0,0,0,1,0,0,1,1,11,1,0,1,0,0,0,0,2,0,0,2,0,0,0,2,4,0,0,2,9,2,0,0,2,6,3,1,0,0,3,0,2,0,2,2,0,0,1,3,1,3,6,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,2,0,0,0,0,9,1,1,0,0,3,0,2,0,1,2,0,2,0,1,1,1
"signal128",3,0,5,5,4,1,0,0,0,0,0,3,1,2,1,0,1,0,0,0,0,0,1,2,0,1,1,0,1,4,0,1,0,0,3,0,2,0,1,0,0,0,4,1,1,2,0,0,3,0,1,0,0,0,3,9,0,0,3,0,5,0,0,0,0,0,4,1,4,1,0,0,0,1,0,0,0,0,0,0,2,1,4,2,0,0,1,2,1,1,0,2,1
"signal129",1,2,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0,1,0,0,0,0,2,1,0,4,3,1,2,1,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,4,0,0,1,1,0,0,0,0,4,0,0,2,0,1,0,0,1,0,0,0,5,0,0,2,1,0,1,3,1,0,5,0,0,0,0,2,0,6,0,0,2,0,0,0,1,0,2
"signal130",1,0,3,1,2,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,0,1,1,6,1,0,0,1,0,1,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,2,0,2,1,0,0,2,0,2,2,6,2,0,0,0,1,0,0,7,1
"signal131",3,0,3,3,4,0,0,0,2,0,3,1,0,2,2,3,0,0,0,0,0,0,2,2,0,2,0,0,5,0,2,0,3,0,0,0,0,4,9,1,0,5,1,0,0,1,1,0,5,0,1,0,0,0,0,2,1,7,0,1,1,0,1,0,1,1,0,0,4,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
"signal132",0,0,0,0,2,1,0,0,1,0,0,5,0,0,0,1,2,0,0,0,5,0,3,1,1,0,0,0,3,1,0,0,1,2,0,1,0,1,5,1,0,1,4,2,0,0,0,0,0,0,0,1,3,0,2,1,0,2,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3,0,4,0,1,1,0,0,0,0,0,2,1,4
"signal133",1,1,7,0,5,0,0,0,1,0,0,6,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,2,6,0,0,0,3,0,3,9,1,0,0,1,0,0,2,3,1,0,1,0,1,0,2,1,1,1,0,1,1,0,0,0,0,2,2,4,0,0,2,0,0,2,4,1,1,0,0,0,0,1,2,1,0,0,1,0,0,1,1,2
"signal134",6,1,0,1,1,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,1,1,1,0,2,5,1,1,1,0,1,0,0,1,0,0,0,1,3,1,2,4,5,0,0,5,1,2,0,1,0,1,0,0,1,2,0,1,1,1,1,2,0,0,0,0,2,0,0,0,1,0,1,0,2,7,4,1,0,1,0,2,2,0,0,0,0,2,1,0,4,5,1
"signal135",1,0,0,1,2,1,0,0,0,0,1,6,0,1,0,0,1,0,3,1,2,0,0,1,0,1,1,1,2,1,1,0,0,4,2,0,0,2,0,2,2,1,0,0,0,2,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,1,2,1,3,2,1,0,0,1,1,0,0,0,0,0,1,0,2,14,0
"signal136",6,2,1,5,3,0,0,0,1,1,1,3,1,0,1,0,2,0,0,0,0,1,0,2,0,7,1,0,0,2,0,1,1,2,0,0,1,4,1,3,1,2,4,1,0,4,0,0,2,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,1,1,0,4,2,1,2,1,0,1,5,2,0,1,2,2,2,1,0,2,0,0,0,1,0,1,3,4
"signal137",4,1,3,2,1,0,1,1,1,1,1,1,0,5,1,1,0,0,0,1,0,0,0,2,3,0,0,0,1,4,2,0,3,1,0,2,0,0,8,3,2,2,0,0,0,1,1,0,3,1,1,0,0,1,3,0,0,5,0,0,0,1,0,0,2,2,3,4,0,1,0,1,3,1,1,5,1,0,1,0,3,1,0,1,0,0,1,0,1,0,2,7,0
"signal138",5,0,2,1,0,0,2,0,0,1,0,1,0,0,2,0,0,0,1,0,0,2,1,0,0,3,2,1,2,0,2,0,0,1,1,1,1,2,0,2,11,4,1,1,1,3,0,0,3,2,0,1,1,2,1,0,0,2,1,3,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,6,4,0,1,1,0,2,2,2,0,0,1,1,0,2,0,11,2
